lr,train/loss,train/color_loss,train/normal_loss,train/mask_error,train/sfm_depth_loss,train/psnr,train/s_val,epoch,created_at,val/loss,val/psnr
2.50E-05,0.446757317,0.357473284,0.00010168,0.043291878,0.045890473,15.60788155,0.056279361,0,59:53.7,,
2.50E-05,0.419717848,0.344114572,9.98E-05,0.048501045,0.027002418,15.79195404,0.056293361,0,00:06.2,,
2.50E-05,0.419177353,0.345276922,0.000105325,0.048805661,0.02498945,15.80767059,0.056293659,0,00:18.7,,
2.50E-05,0.428137988,0.348984331,9.75E-05,0.041950986,0.037105221,15.7501688,0.056322709,0,00:31.4,,
2.50E-05,0.440839618,0.349522561,0.000119391,0.052381009,0.038816664,15.4423027,0.056314114,0,00:44.3,,
2.50E-05,0.43455258,0.353762537,0.000121387,0.042964678,0.037703987,15.446702,0.056334123,0,00:56.8,,
2.50E-05,0.435327828,0.359771669,0.000142327,0.04498896,0.030424861,15.42920113,0.056306664,0,01:09.4,,
2.50E-05,0.439612895,0.356134981,0.000130255,0.037899595,0.045448061,15.4682827,0.056284007,0,01:22.0,,
2.50E-05,0.419992357,0.336365819,0.000143825,0.050894637,0.032588057,15.9640274,0.056247033,0,01:34.5,,
2.50E-05,0.412965626,0.33793509,0.000145679,0.043869521,0.031015325,15.79441547,0.056239516,0,01:47.1,,
2.50E-05,0.427865237,0.336355388,0.000146898,0.044905957,0.046456989,15.91777802,0.056168564,0,01:59.7,,
2.50E-05,0.423606068,0.330872595,0.000179176,0.039882325,0.052671976,16.0734005,0.056161772,0,02:12.3,,
2.50E-05,0.48816511,0.324429035,0.000159184,0.048236471,0.115340449,16.15968704,0.056123044,0,02:24.8,,
2.50E-05,0.467774302,0.366675287,0.000176237,0.056105115,0.044817667,15.11073017,0.056130391,0,02:37.7,,
2.50E-05,0.401566088,0.324886948,0.000173517,0.043178987,0.033326659,16.08028793,0.056201685,0,02:50.2,,
2.50E-05,0.425063759,0.326294422,0.000180566,0.040028602,0.058560174,16.05293465,0.056175601,0,03:02.8,,
2.50E-05,0.384136498,0.307252765,0.000177925,0.043759745,0.032946095,16.80742455,0.056157481,0,03:15.4,,
2.50E-05,0.394231796,0.326708645,0.000207267,0.040141847,0.027174024,16.10213852,0.0561358,0,03:27.9,,
2.50E-05,0.406283408,0.32852459,0.000230823,0.046183627,0.031344391,15.79042625,0.056135505,0,03:40.4,,
2.50E-05,0.370068043,0.300766945,0.000206802,0.030068874,0.039025437,16.9605484,0.056096464,0,03:53.0,,
2.50E-05,0.377639651,0.311603725,0.000193262,0.042403605,0.023439055,16.52885056,0.056040667,0,04:05.5,,
2.50E-05,0.393638045,0.307563215,0.000220792,0.046490461,0.039363574,16.50348282,0.055955984,0,04:18.1,,
2.50E-05,0.371446937,0.306425363,0.000211171,0.034942407,0.029867981,16.45973778,0.05591299,0,04:30.8,,
2.50E-05,0.390033394,0.294045448,0.000225033,0.04255569,0.053207219,16.71255875,0.055852335,0,04:43.3,,
2.50E-05,0.382367134,0.311662406,0.000244542,0.047641244,0.022818958,16.19865417,0.055775039,0,04:56.0,,
2.50E-05,0.383906484,0.321376652,0.00026036,0.034496542,0.027772946,16.37122536,0.055716533,0,05:08.5,,
2.50E-05,0.371576816,0.294917554,0.000243288,0.042105995,0.03430998,16.7450943,0.05564329,0,05:21.0,,
2.50E-05,0.42517364,0.331383914,0.000252489,0.046869244,0.046668004,15.72358513,0.055565193,0,05:33.6,,
2.50E-05,0.376972497,0.311525136,0.000238707,0.036452007,0.028756648,16.28995514,0.055465408,0,05:46.2,,
2.50E-05,0.35725832,0.282593608,0.000276397,0.041429184,0.03295913,17.02122688,0.055362888,0,05:58.8,,
2.50E-05,0.364657074,0.29118526,0.00031221,0.041755226,0.031404376,17.00355148,0.055303141,0,06:11.4,,
2.50E-05,0.378953457,0.303729445,0.000257499,0.043561202,0.031405341,16.39758873,0.055232588,0,06:24.0,,
2.50E-05,0.38850674,0.301691562,0.00024895,0.033122614,0.053443629,16.48653603,0.055124033,0,06:36.6,,
2.50E-05,0.364456356,0.281850725,0.000279885,0.032007616,0.050318159,16.9542675,0.055002805,0,06:49.1,,
2.50E-05,0.381218106,0.299559146,0.00026699,0.045638129,0.035753813,16.37004471,0.054923214,0,07:01.7,,
2.50E-05,0.405930847,0.308027923,0.000283815,0.04526924,0.052349854,16.28360176,0.054808713,0,07:14.3,,
2.50E-05,0.395656109,0.292102098,0.000262792,0.048759721,0.054531492,16.65121269,0.054710366,0,07:26.9,,
2.50E-05,0.420675129,0.314978868,0.000287644,0.049099263,0.056309342,15.95475006,0.054712791,0,07:39.5,,
2.50E-05,0.364370227,0.292585731,0.000289408,0.036644336,0.034850761,16.72165489,0.054604124,0,07:52.1,,
2.50E-05,0.388732463,0.314080894,0.000321118,0.039102111,0.035228331,16.1432209,0.054481305,0,08:04.6,,
2.50E-05,0.358566046,0.284089893,0.00032184,0.036056861,0.038097449,17.03191376,0.054368861,0,08:17.2,,
2.50E-05,0.370621711,0.285713464,0.000273421,0.042376105,0.042258736,17.1009655,0.054280695,0,08:29.7,,
2.50E-05,0.367960602,0.283753484,0.000349965,0.036962878,0.04689429,16.76193619,0.05414037,0,08:42.2,,
2.50E-05,0.365269989,0.281921536,0.000339649,0.051826991,0.031181803,17.02022362,0.054042015,0,08:55.2,,
2.50E-05,0.385863811,0.295914114,0.000364727,0.046650466,0.042934503,16.38022614,0.053912122,0,09:08.0,,
2.50E-05,0.407298297,0.293308944,0.00038267,0.037766274,0.075840406,16.75574875,0.053768486,0,09:20.5,,
2.50E-05,0.358267248,0.277236581,0.000298359,0.029896958,0.050835378,17.18107414,0.053640991,0,09:33.1,,
2.50E-05,0.351210415,0.272320002,0.000307497,0.041532934,0.037049994,17.35414505,0.053463086,0,09:45.7,,
2.50E-05,0.37222594,0.294017792,0.000395667,0.036487058,0.041325461,16.58529091,0.053274132,0,09:58.2,,
2.50E-05,0.351235807,0.274394363,0.000372556,0.041639626,0.034829244,16.84203911,0.053147066,0,10:10.8,,
2.50E-05,0.363940567,0.276440859,0.000385063,0.038824394,0.04829023,17.18009758,0.052992225,0,10:23.4,,
2.50E-05,0.334571451,0.280602813,0.000387492,0.026948908,0.026632259,16.97325516,0.052872282,0,10:36.0,,
2.50E-05,0.374280721,0.292689443,0.000429872,0.043497443,0.037663963,16.47843361,0.052760154,0,10:48.5,,
2.50E-05,0.335994124,0.25339216,0.000422791,0.044181716,0.037997451,17.68450737,0.052589387,0,11:01.1,,
2.50E-05,0.337569684,0.268054485,0.000405892,0.03405619,0.03505313,17.58876801,0.052475173,0,11:13.7,,
2.50E-05,0.360691607,0.29018423,0.000387768,0.04238645,0.027733186,16.48643112,0.05242458,0,11:26.3,,
2.50E-05,0.34009546,0.269889146,0.000442757,0.042950895,0.026812678,17.12947845,0.052393027,0,11:38.9,,
2.50E-05,0.350706428,0.278493792,0.000449002,0.041521657,0.030241964,16.89708328,0.052340493,0,11:51.4,,
2.50E-05,0.353354007,0.279098213,0.000386073,0.044049282,0.029820431,16.9444809,0.052199915,0,12:04.1,,
2.50E-05,0.352148533,0.275082827,0.000475301,0.043159794,0.033430621,16.91696739,0.052079134,0,12:16.6,,
2.50E-05,0.344988406,0.278504312,0.000393867,0.040417925,0.025672326,16.58375359,0.051972937,0,12:29.2,,
2.50E-05,0.35193491,0.271379143,0.00044702,0.040020652,0.04008811,17.11837578,0.051873427,0,12:41.8,,
2.50E-05,0.373146206,0.294464082,0.00056121,0.042422798,0.035698108,16.28172112,0.051701508,0,12:54.4,,
2.50E-05,0.340081871,0.269132555,0.000522678,0.03979031,0.030636329,17.39180756,0.051615022,0,14:54.3,,
2.50E-05,0.354286075,0.270505279,0.00112973,0.044116031,0.038535044,17.41903305,0.050336063,0,15:11.2,,
2.50E-05,0.351388574,0.274584681,0.001339331,0.036743607,0.038720965,17.17178535,0.049422111,0,15:28.0,,
2.50E-05,0.348432213,0.270414203,0.001278301,0.040438887,0.036300808,16.8288269,0.048657887,0,15:44.9,,
2.50E-05,0.457313627,0.276641667,0.001394776,0.052726608,0.126550585,16.73630142,0.048058886,0,16:01.8,,
2.50E-05,0.323921263,0.251879513,0.001670616,0.033000913,0.037370216,18.14692688,0.047515657,0,16:18.7,,
2.50E-05,0.367812365,0.286408961,0.001612797,0.042569492,0.037221108,16.51016998,0.046998039,0,16:35.5,,
2.50E-05,0.390345037,0.2968117,0.001723255,0.047368664,0.044441413,16.32125854,0.046559144,0,16:52.5,,
2.50E-05,0.334326625,0.264889508,0.001682499,0.038181003,0.029573618,16.80383682,0.046159342,0,17:09.3,,
2.50E-05,0.326619655,0.262541264,0.001586084,0.04072649,0.021765817,17.32071114,0.045676671,0,17:26.2,,
2.50E-05,0.334680647,0.262932897,0.001783023,0.034660805,0.035303921,17.5124073,0.045345627,0,17:43.5,,
2.50E-05,0.38823849,0.268276393,0.001589326,0.043131217,0.075241566,16.98413277,0.044955198,0,18:00.4,,
2.50E-05,0.32777217,0.250752419,0.001679595,0.037215453,0.038124699,18.06610107,0.044609893,0,18:17.2,,
2.50E-05,0.317398936,0.256674677,0.001850842,0.030873423,0.02800001,17.73790741,0.044321787,0,18:34.1,,
2.50E-05,0.319254071,0.256159425,0.001672767,0.033305977,0.028115898,17.31279755,0.043974712,0,18:51.0,,
2.50E-05,0.352781028,0.280225575,0.001941033,0.049029272,0.021585179,16.60609627,0.043604534,0,19:07.9,,
2.50E-05,0.334162712,0.249534681,0.001862299,0.041811422,0.040954307,17.83057213,0.043357745,0,19:24.8,,
2.50E-05,0.335331172,0.264076412,0.001977867,0.036325615,0.032951307,17.10483932,0.043106586,0,19:41.6,,
2.50E-05,0.374628603,0.289799988,0.002190806,0.040465977,0.04217184,16.11177254,0.042885341,0,19:58.5,,
2.50E-05,0.336210966,0.260071695,0.001954874,0.040298387,0.033886012,17.19454193,0.042655993,0,20:15.3,,
2.50E-05,0.323601216,0.241347134,0.001901618,0.036424745,0.043927737,18.03372192,0.042442329,0,20:32.2,,
2.50E-05,0.324875385,0.260961235,0.001954339,0.036929384,0.025030393,17.09438515,0.042200085,0,20:49.3,,
2.50E-05,0.328760624,0.253797978,0.001954609,0.036851227,0.036156815,17.67476845,0.042010456,0,21:06.1,,
2.50E-05,0.341823936,0.254191339,0.001972117,0.039059885,0.046600603,17.41085815,0.041783955,0,21:23.1,,
2.50E-05,0.323864341,0.251537114,0.002116653,0.035260882,0.03494969,17.81295967,0.041611332,0,21:39.9,,
2.50E-05,0.308292419,0.246624425,0.002051438,0.033570237,0.026046311,17.53456116,0.041383259,0,21:56.8,,
2.50E-05,0.320283383,0.246549845,0.002121204,0.036877792,0.034734543,17.5049839,0.04119125,0,22:13.6,,
2.50E-05,0.316439837,0.259738386,0.00242191,0.031447221,0.022832302,17.31925392,0.041023314,0,22:30.5,,
2.50E-05,0.306929082,0.231387421,0.00210765,0.043095011,0.030339016,18.35931587,0.040804412,0,22:47.3,,
2.50E-05,0.293374062,0.243762106,0.00202238,0.026127512,0.021462047,17.88058662,0.040633526,0,23:04.2,,
2.50E-05,0.331351787,0.257391602,0.001922009,0.034335371,0.037702806,17.48089409,0.040450867,0,23:21.0,,
2.50E-05,0.291666746,0.236868158,0.002060463,0.026820892,0.025917245,18.47955322,0.040259469,0,23:38.0,,
2.50E-05,0.312235385,0.237595588,0.001937545,0.036916163,0.035786103,18.18130875,0.040172465,0,23:54.8,,
2.50E-05,0.322453618,0.249809429,0.002036792,0.041057091,0.029550314,17.65190315,0.040112037,0,24:11.7,,
2.50E-05,0.343963742,0.262424916,0.002123204,0.04188991,0.037525713,16.9769249,0.039962079,0,24:28.6,,
2.50E-05,0.290838331,0.230845287,0.002108477,0.036146149,0.02173843,18.21100426,0.039836768,0,24:45.5,,
2.50E-05,0.326599777,0.249502063,0.002124503,0.044063222,0.03091,17.16416168,0.039708078,0,25:02.4,,
2.50E-05,0.308439255,0.244523883,0.002135617,0.038716119,0.023063624,18.07142067,0.039589509,0,25:19.3,,
2.50E-05,0.309430122,0.249603763,0.002208011,0.035598975,0.022019371,17.55724716,0.039483164,0,25:36.1,,
2.50E-05,0.300492495,0.224924013,0.002016057,0.037433241,0.036119182,18.59583092,0.039365999,0,25:53.0,,
2.50E-05,0.386858314,0.242228851,0.002055467,0.035726435,0.106847547,18.19342804,0.039287616,0,26:10.2,,
2.50E-05,0.315888524,0.248554498,0.002457725,0.039369918,0.025506366,17.46271133,0.039088793,0,26:27.1,,
2.50E-05,0.341094553,0.262057573,0.002071304,0.034517176,0.042448524,16.84295654,0.038959436,0,26:43.9,,
2.50E-05,0.351225913,0.254538059,0.002426946,0.043634474,0.050626427,17.12395287,0.038797881,0,27:00.9,,
2.50E-05,0.324059546,0.230365098,0.002405198,0.034550656,0.056738596,18.21728134,0.038647737,0,27:17.7,,
2.50E-05,0.298540592,0.23979269,0.002154989,0.032752801,0.023840113,17.52426529,0.038537148,0,27:34.5,,
2.50E-05,0.316582888,0.245982111,0.002281593,0.042413782,0.025905414,17.8079567,0.038452581,0,27:51.4,,
2.50E-05,0.376252115,0.237229705,0.002145911,0.044732191,0.092144318,17.75428581,0.038315021,0,28:08.3,,
2.50E-05,0.330203325,0.247636884,0.002773195,0.04007706,0.039716177,17.58723068,0.038175672,0,28:25.1,,
2.50E-05,0.303575009,0.241362363,0.002114364,0.036726907,0.023371382,17.45544052,0.038089875,0,28:42.0,,
2.50E-05,0.312879264,0.241287544,0.00222839,0.034745626,0.034617703,17.78167915,0.038010351,0,28:58.9,,
2.50E-05,0.299715847,0.229349673,0.001687983,0.038817085,0.029861096,18.19689369,0.037932459,0,29:15.8,,
2.50E-05,0.303357154,0.240140036,0.00210935,0.0346939,0.026413849,17.99019814,0.037836228,0,29:32.6,,
2.50E-05,0.295394897,0.226695344,0.002052366,0.033722412,0.032924779,18.46954727,0.037703115,0,29:49.5,,
2.50E-05,0.313497752,0.243923217,0.002291796,0.028405217,0.038877517,17.41124344,0.037654445,0,30:06.4,,
2.50E-05,0.282396019,0.221506417,0.00214405,0.034103736,0.024641803,18.34173965,0.037584979,0,30:23.3,,
2.50E-05,0.394971251,0.241799727,0.002425044,0.040988684,0.109757774,17.42257881,0.037467934,0,30:40.1,,
2.50E-05,0.295360506,0.240098253,0.001902135,0.032861345,0.020498792,17.6465683,0.03730293,0,30:57.0,,
2.50E-05,0.294818103,0.2266047,0.002334622,0.035389565,0.030489201,18.25749016,0.037162025,0,31:13.9,,
2.50E-05,0.28542918,0.231878027,0.002479493,0.029392948,0.02167872,18.19897842,0.037065595,0,31:30.8,,
2.50E-05,0.300140619,0.231733054,0.002359777,0.035008803,0.031039013,18.1117363,0.036985468,0,31:47.5,,
2.50E-05,0.284147531,0.222427875,0.002340805,0.032237481,0.027141368,18.46166039,0.036861937,0,32:04.5,,
2.50E-05,0.302665651,0.229319364,0.002186148,0.043933395,0.027226755,18.51557159,0.036722004,0,32:21.4,,
2.50E-05,0.292613328,0.231155351,0.002271281,0.034118365,0.025068341,18.50018692,0.036655359,0,32:38.2,,
2.50E-05,0.290759206,0.221402064,0.002329455,0.039349072,0.027678618,18.58717728,0.036623087,0,32:55.1,,
2.50E-05,0.30665049,0.225598007,0.001872398,0.040922347,0.038257744,18.03599739,0.036553122,0,33:12.0,,
2.50E-05,0.266098797,0.215546086,0.002265872,0.030164912,0.018121932,18.61624718,0.03644846,0,33:28.8,,
2.50E-05,0.277593195,0.217593193,0.002460618,0.031216368,0.026323015,18.8871479,0.036406737,0,33:45.7,,
2.50E-05,0.290521622,0.229356125,0.002339085,0.040295813,0.018530605,17.77799034,0.03626303,0,34:02.5,,
2.50E-05,0.298919767,0.225825623,0.002135736,0.037943114,0.033015288,17.97424698,0.03619248,0,34:19.3,,
2.50E-05,0.306375444,0.230661243,0.002306741,0.029041002,0.04436646,18.16664124,0.036152314,0,34:36.5,,
2.50E-05,0.310491621,0.231190071,0.002052782,0.033771321,0.043477438,17.84973907,0.036085129,0,34:53.4,,
2.50E-05,0.333257794,0.239192829,0.002268097,0.04417371,0.047623169,17.81905365,0.035998136,0,35:10.3,,
2.50E-05,0.307199717,0.241362929,0.002406582,0.034408029,0.029022191,17.71681595,0.035939761,0,35:27.2,,
2.50E-05,0.292064369,0.234447971,0.002021578,0.032157626,0.023437191,17.53854942,0.0358558,0,35:44.0,,
2.50E-05,0.278679192,0.212317273,0.002328918,0.028215218,0.03581778,18.92025948,0.035750952,0,36:00.9,,
2.50E-05,0.29430142,0.223124996,0.002237428,0.037408657,0.031530343,18.39790154,0.035708856,0,36:17.7,,
2.50E-05,0.272755146,0.217044726,0.002405045,0.032989014,0.020316374,18.33224106,0.035591584,0,36:34.6,,
2.50E-05,0.262420595,0.213217437,0.00232193,0.027210353,0.019670872,18.58205795,0.035495635,0,36:51.4,,
2.50E-05,0.300224781,0.22940965,0.002585834,0.043514099,0.024715219,18.01877403,0.035453144,0,37:08.3,,
2.50E-05,0.286910087,0.212614179,0.002279124,0.030570397,0.041446395,19.15065002,0.035366789,0,37:25.1,,
2.50E-05,0.387962431,0.239032432,0.002348609,0.034107529,0.112473883,17.50465584,0.035283636,0,37:42.0,,
2.50E-05,0.305293769,0.2364887,0.002548045,0.037136547,0.029120479,17.6507988,0.035232875,0,37:58.9,,
2.50E-05,0.295010656,0.235680848,0.002590308,0.034379326,0.022360167,17.82715034,0.035199914,0,38:15.8,,
2.50E-05,0.30475229,0.23121044,0.002373348,0.031470403,0.03969809,17.65332222,0.035117071,0,38:32.6,,
2.50E-05,0.30029428,0.244599476,0.002363934,0.03174245,0.021588415,17.39129829,0.035033394,0,38:49.6,,
2.50E-05,0.307358563,0.222011641,0.002578908,0.033620026,0.049147982,18.33990097,0.034990348,0,39:06.4,,
2.50E-05,0.281715363,0.212553635,0.00239791,0.035619207,0.031144613,18.70489311,0.034937844,0,39:23.3,,
2.50E-05,0.257936805,0.206747338,0.002222515,0.027486784,0.021480184,19.14806557,0.034915321,0,39:40.2,,
2.50E-05,0.278900474,0.213246092,0.002021716,0.031637665,0.031994998,18.79847336,0.034816906,0,39:57.1,,
2.50E-05,0.315924436,0.244197249,0.002566763,0.042605516,0.026554912,17.43050575,0.034793258,0,40:14.0,,
2.50E-05,0.293985218,0.224585727,0.002303076,0.04744209,0.019654337,18.08712196,0.034694973,0,40:30.9,,
2.50E-05,0.293228,0.229780152,0.002238288,0.029056061,0.032153487,18.39940834,0.03465594,0,40:47.7,,
2.50E-05,0.298339009,0.22317268,0.0019736,0.040255606,0.032937102,18.10921478,0.03460509,0,41:04.6,,
2.50E-05,0.306023121,0.233015165,0.002447918,0.042292412,0.028267635,17.93132019,0.034567643,0,41:21.5,,
2.50E-05,0.290236086,0.231509432,0.002063918,0.029709712,0.02695301,17.94386292,0.034496628,0,41:38.4,,
2.50E-05,0.328811437,0.251399487,0.002388491,0.041220713,0.033802737,16.97200394,0.034425024,0,41:55.2,,
2.50E-05,0.291258663,0.226998031,0.002514319,0.030801335,0.030944964,18.19884491,0.03440297,0,42:12.1,,
2.50E-05,0.278098226,0.221238792,0.002056312,0.028952062,0.025851065,18.42464638,0.034348857,0,42:29.0,,
2.50E-05,0.273375332,0.208796307,0.002379299,0.036059212,0.0261405,18.90031624,0.034363233,0,42:45.9,,
2.50E-05,0.275364757,0.223736897,0.0021958,0.030562604,0.018869445,18.56414986,0.034315389,0,44:47.7,,
2.50E-05,0.294099808,0.220279098,0.002199649,0.038778316,0.032842766,18.32943726,0.034176469,0,45:04.9,,
2.50E-05,0.321178496,0.228564709,0.002123861,0.037838351,0.05265158,18.30898094,0.034098133,0,45:21.7,,
2.50E-05,0.310536623,0.240610451,0.002198733,0.036104277,0.031623177,17.33006668,0.034035593,0,45:38.5,,
2.50E-05,0.313627541,0.222753331,0.002208247,0.03171128,0.056954682,18.07759857,0.03401975,0,45:55.3,,
2.50E-05,0.302813709,0.240348205,0.002382154,0.032966003,0.027117332,17.49773598,0.033951208,0,46:12.1,,
2.50E-05,0.312051266,0.232935399,0.002404453,0.039317112,0.037394319,17.7352047,0.033954125,0,46:29.0,,
2.50E-05,0.302433848,0.240659252,0.001997364,0.034129173,0.025648061,17.24569511,0.033920065,0,46:45.8,,
2.50E-05,0.263944,0.20502618,0.002467952,0.033790626,0.022659238,19.14134598,0.033928443,0,47:02.7,,
2.50E-05,0.325652778,0.247791827,0.002231079,0.035134047,0.04049582,16.94404984,0.033898115,0,47:19.5,,
2.50E-05,0.282708555,0.22191143,0.002147022,0.035391614,0.023258476,18.03302765,0.033885755,0,47:36.3,,
2.50E-05,0.291464627,0.222401738,0.002260102,0.038029023,0.028773744,18.30613518,0.033841662,0,47:53.2,,
2.50E-05,0.292870879,0.228370115,0.002330201,0.034858864,0.027311698,18.07063675,0.033778355,0,48:10.0,,
2.50E-05,0.278849542,0.210992649,0.002405791,0.033279821,0.032171272,18.65400887,0.033725932,0,48:27.0,,
2.50E-05,0.290357471,0.238802791,0.002202724,0.029789774,0.019562198,17.55307388,0.033695266,0,48:43.8,,
2.50E-05,0.28876105,0.225435078,0.002443099,0.035828374,0.025054494,17.70729828,0.033685189,0,49:00.6,,
2.50E-05,0.283949405,0.228576884,0.002505219,0.034681678,0.018185657,17.87774467,0.033620648,0,49:17.4,,
2.50E-05,0.293780863,0.235374123,0.00258547,0.031891268,0.023929998,17.78583908,0.033572651,0,49:34.3,,
2.50E-05,0.277908564,0.208291322,0.00238884,0.032293588,0.034934811,18.78220749,0.033539306,0,49:51.2,,
2.50E-05,0.283166736,0.220874354,0.002410911,0.038103912,0.021777548,18.26878738,0.033488225,0,50:08.0,,
2.50E-05,0.275507987,0.213646591,0.002521565,0.034379814,0.024960008,18.76226044,0.033482343,0,50:24.9,,
2.50E-05,0.281032711,0.227931008,0.002318808,0.037174474,0.013608426,17.91390991,0.033426501,0,50:41.7,,
2.50E-05,0.348962903,0.246294379,0.002424211,0.042678777,0.057565551,17.13962936,0.033346321,0,50:58.6,,
2.50E-05,0.331738353,0.217199445,0.002344489,0.034539908,0.077654511,18.42451477,0.033337735,0,51:15.4,,
2.50E-05,0.308316559,0.231871247,0.003030337,0.043410741,0.030004231,17.93014908,0.033300828,0,51:32.3,,
2.50E-05,0.265161157,0.204209581,0.002779764,0.03589648,0.022275336,18.89789391,0.033232395,0,51:49.1,,
2.50E-05,0.306459874,0.229336023,0.002523435,0.043047655,0.031552758,17.66415405,0.033164721,0,52:06.0,,
2.50E-05,0.313236266,0.228073806,0.002403488,0.037718814,0.045040164,17.81475449,0.033121321,0,52:23.0,,
2.50E-05,0.285063565,0.214344293,0.002363996,0.043765333,0.024589941,18.32652664,0.033094928,0,52:39.8,,
2.50E-05,0.285583347,0.226899073,0.002404482,0.034353957,0.021925837,17.73996735,0.033076525,0,52:56.6,,
2.50E-05,0.29779619,0.231541768,0.002464071,0.034850448,0.028939893,17.70044518,0.033044089,0,53:13.8,,
2.50E-05,0.290927827,0.222419336,0.002815679,0.033468854,0.032223962,18.27205658,0.033080239,0,53:30.7,,
2.50E-05,0.312910497,0.233002618,0.002708546,0.040361684,0.036837664,17.86044693,0.033047799,0,53:47.6,,
2.50E-05,0.285705477,0.215700388,0.002732466,0.034236584,0.03303602,18.57196426,0.033015206,0,54:04.5,,
2.50E-05,0.263386607,0.205741048,0.002778219,0.031609505,0.02325784,18.60554504,0.032948986,0,54:21.3,,
