lr,train/loss,train/color_loss,train/normal_loss,train/mask_error,train/sfm_depth_loss,train/psnr,train/s_val,epoch,created_at,val/loss,val/psnr
2.50E-05,0.482301831,0.359584183,3.57E-05,0.079041056,0.043640871,15.46646309,0.056247078,1,2022/8/4 12:44,,
2.50E-05,0.425960541,0.328094721,3.48E-05,0.062808037,0.035023019,16.50777054,0.056414418,1,2022/8/4 12:44,,
2.50E-05,0.468868464,0.345942676,3.58E-05,0.06321799,0.059671964,15.88267422,0.056547083,1,2022/8/4 12:45,,
2.50E-05,0.464294642,0.338041246,3.31E-05,0.07418257,0.052037776,15.91738892,0.056644928,1,2022/8/4 12:45,,
2.50E-05,0.429382801,0.314136654,3.82E-05,0.058546085,0.056661841,16.44202042,0.056706235,1,2022/8/4 12:45,,
2.50E-05,0.409842789,0.32336989,3.66E-05,0.058884114,0.027552221,16.4274025,0.056731358,1,2022/8/4 12:46,,
2.50E-05,0.400252342,0.297905535,4.21E-05,0.057733115,0.044571634,17.0088768,0.056726005,1,2022/8/4 12:46,,
,,,,,,,,1,2022/8/4 12:47,0.337438643,17.34625816
2.50E-05,0.382686675,0.300176203,4.11E-05,0.053111058,0.029358355,16.99028969,0.056698099,2,2022/8/4 12:47,,
2.50E-05,0.400964975,0.305820107,4.11E-05,0.049965844,0.045137882,16.53500748,0.056643642,2,2022/8/4 12:47,,
2.50E-05,0.382096857,0.279405534,5.22E-05,0.049892232,0.052746862,17.41713715,0.056606766,2,2022/8/4 12:48,,
2.50E-05,0.396861494,0.311873168,6.00E-05,0.05505022,0.029878125,16.23077202,0.056537274,2,2022/8/4 12:48,,
2.50E-05,0.379435152,0.283302337,5.37E-05,0.044361252,0.051717829,17.21142197,0.056469589,2,2022/8/4 12:48,,
2.50E-05,0.390910387,0.288331985,6.54E-05,0.052345313,0.050167687,16.78232002,0.056409493,2,2022/8/4 12:49,,
2.50E-05,0.392459482,0.286196202,7.14E-05,0.044971284,0.061220586,16.93611908,0.056334753,2,2022/8/4 12:49,,
2.50E-05,0.361422092,0.283965856,7.14E-05,0.046934605,0.030450208,17.09679604,0.056249756,2,2022/8/4 12:49,,
2.50E-05,0.365684569,0.271843851,8.20E-05,0.040437806,0.053320885,17.7565136,0.056172255,2,2022/8/4 12:50,,
2.50E-05,0.353793025,0.264127195,8.44E-05,0.040256832,0.049324583,17.75706482,0.056069672,2,2022/8/4 12:50,,
2.50E-05,0.346280634,0.282616824,0.000102254,0.046235789,0.017325757,17.12507057,0.055939484,2,2022/8/4 12:50,,
2.50E-05,0.363310009,0.272852778,8.67E-05,0.047492549,0.042877953,17.54393578,0.055820417,2,2022/8/4 12:51,,
,,,,,,,,2,2022/8/4 12:51,0.339869916,17.1873188
2.50E-05,0.358788341,0.268535167,0.000101329,0.042742372,0.047409486,17.37084198,0.055672426,3,2022/8/4 12:51,,
2.50E-05,0.339125961,0.268787026,9.32E-05,0.041024849,0.029220862,16.93631744,0.055569887,3,2022/8/4 12:52,,
2.50E-05,0.347872198,0.267503679,0.000110759,0.038828932,0.041428845,17.39865875,0.055402514,3,2022/8/4 12:52,,
2.50E-05,0.354375541,0.274694294,0.000121084,0.047030997,0.032529183,17.21287155,0.055213712,3,2022/8/4 12:52,,
2.50E-05,0.336246967,0.253237039,0.000120543,0.04293073,0.039958645,17.56372643,0.055065304,3,2022/8/4 12:53,,
2.50E-05,0.34113723,0.259373575,0.000125005,0.043017708,0.038620949,17.58822632,0.054902762,3,2022/8/4 12:53,,
2.50E-05,0.324012727,0.256105691,0.000134896,0.04404797,0.023724167,17.6873703,0.054734919,3,2022/8/4 12:53,,
2.50E-05,0.351940632,0.266294211,0.000120833,0.044999253,0.040526353,17.23852539,0.05453077,3,2022/8/4 12:54,,
2.50E-05,0.336472392,0.256499648,0.000143859,0.041261405,0.038567495,17.42739487,0.054320022,3,2022/8/4 12:54,,
2.50E-05,0.335320473,0.252700925,0.000142849,0.040068962,0.042407766,17.60675812,0.054116834,3,2022/8/4 12:54,,
2.50E-05,0.35886699,0.260327905,0.000146608,0.049318641,0.04907386,17.58555412,0.05391923,3,2022/8/4 12:55,,
2.50E-05,0.327869475,0.251983911,0.000146126,0.041008707,0.03473074,17.90952492,0.053697467,3,2022/8/4 12:55,,
2.50E-05,0.352467149,0.27427417,0.000163721,0.041875519,0.03615373,16.64707565,0.053477798,3,2022/8/4 12:55,,
,,,,,,,,3,2022/8/4 12:56,0.347331554,17.1675415
2.50E-05,0.324757665,0.247381091,0.000182429,0.042455152,0.03473898,17.70679665,0.053305645,4,2022/8/4 12:56,,
2.50E-05,0.318700284,0.251406521,0.000180479,0.041400488,0.025712786,17.48404694,0.053140741,4,2022/8/4 12:57,,
2.50E-05,0.343449891,0.253839225,0.00017768,0.045163125,0.044269852,18.00761032,0.052940749,4,2022/8/4 12:57,,
2.50E-05,0.324348271,0.247759417,0.000198904,0.041313875,0.035076071,17.67287827,0.052698586,4,2022/8/4 12:57,,
2.50E-05,0.315847367,0.237494618,0.000196478,0.038042899,0.040113389,18.34257317,0.052476421,4,2022/8/4 12:58,,
2.50E-05,0.340534359,0.268752486,0.00021712,0.039767973,0.031796794,17.02181244,0.052241161,4,2022/8/4 12:58,,
2.50E-05,0.325910926,0.25082913,0.000262944,0.047070157,0.027748713,17.27678108,0.051933203,4,2022/8/4 12:58,,
2.50E-05,0.329867691,0.249483213,0.000197634,0.047767542,0.032419305,17.73472786,0.051696107,4,2022/8/4 12:59,,
2.50E-05,0.323231399,0.254461944,0.000250219,0.043214474,0.025304753,17.25907898,0.051490419,4,2022/8/4 12:59,,
2.50E-05,0.303700775,0.237175003,0.000212873,0.03527132,0.031041557,18.04368019,0.051198151,4,2022/8/4 12:59,,
2.50E-05,0.302706569,0.24195762,0.000217999,0.03600448,0.024526469,17.6519165,0.050963093,4,2022/8/4 13:00,,
2.50E-05,0.313671768,0.239405572,0.000246902,0.034871724,0.039147589,18.1324749,0.050715633,4,2022/8/4 13:00,,
,,,,,,,,4,2022/8/4 13:01,0.333649486,17.48687553
2.50E-05,0.317666173,0.250043958,0.000221127,0.03957817,0.027822917,17.54171753,0.050457843,5,2022/8/4 13:01,,
2.50E-05,0.305212498,0.242542729,0.00025104,0.038690019,0.023728691,17.63869286,0.050220426,5,2022/8/4 13:01,,
2.50E-05,0.323444694,0.24635537,0.000219381,0.035617564,0.041252386,17.69168854,0.049959958,5,2022/8/4 13:01,,
2.50E-05,0.315278172,0.243351802,0.000218236,0.039497495,0.032210644,17.68467712,0.049718905,5,2022/8/4 13:02,,
2.50E-05,0.308865279,0.230894238,0.000297704,0.042332824,0.035340518,17.89910507,0.049559448,5,2022/8/4 13:02,,
2.50E-05,0.329159796,0.241302267,0.000301798,0.03940871,0.048147008,18.02135849,0.049371582,5,2022/8/4 13:02,,
2.50E-05,0.310560524,0.23052378,0.000267456,0.039789729,0.039979555,18.16572571,0.0490884,5,2022/8/4 13:03,,
2.50E-05,0.323370934,0.241047829,0.00025507,0.049314439,0.032753572,17.86967087,0.048843894,5,2022/8/4 13:03,,
2.50E-05,0.329458177,0.251665503,0.000272235,0.042391393,0.035129052,17.52170372,0.048632674,5,2022/8/4 13:03,,
2.50E-05,0.297118962,0.228986919,0.000318603,0.037572496,0.030240962,18.37204742,0.048415281,5,2022/8/4 13:04,,
2.50E-05,0.29630506,0.22711502,0.000242904,0.036753871,0.032193277,18.12719727,0.048169475,5,2022/8/4 13:04,,
2.50E-05,0.324919701,0.243506804,0.000319412,0.04619674,0.03489675,17.23592567,0.047908999,5,2022/8/4 13:04,,
2.50E-05,0.299549699,0.231658146,0.000311415,0.046560176,0.021019954,18.19524002,0.047671229,5,2022/8/4 13:05,,
,,,,,,,,5,2022/8/4 13:05,0.329056263,17.5912571
2.50E-05,0.28765288,0.230389133,0.000323727,0.038013052,0.018926969,18.28099632,0.047495376,6,2022/8/4 13:06,,
2.50E-05,0.294249535,0.226303771,0.000361462,0.042447545,0.025136778,18.46540642,0.047273807,6,2022/8/4 13:06,,
2.50E-05,0.308641702,0.237969369,0.000246192,0.037148569,0.033277582,17.85943413,0.047094837,6,2022/8/4 13:06,,
2.50E-05,0.293712884,0.231926367,0.000327826,0.033337146,0.028121574,17.98360634,0.046859622,6,2022/8/4 13:07,,
2.50E-05,0.309820354,0.23775892,0.000398789,0.036824733,0.034837887,18.04837418,0.046684895,6,2022/8/4 13:07,,
2.50E-05,0.282301277,0.223261282,0.000337391,0.038771696,0.019930888,18.58387756,0.046471853,6,2022/8/4 13:07,,
2.50E-05,0.289304495,0.215051949,0.00031584,0.038473383,0.035463348,18.79656601,0.046293359,6,2022/8/4 13:08,,
2.50E-05,0.296420395,0.222942322,0.000330497,0.033593666,0.039553925,18.19022751,0.046128165,6,2022/8/4 13:08,,
2.50E-05,0.283894807,0.21677509,0.000350978,0.036176946,0.030591775,18.85684395,0.045916282,6,2022/8/4 13:08,,
2.50E-05,0.287006646,0.21540454,0.000466548,0.03212215,0.039013393,19.11427116,0.045765631,6,2022/8/4 13:09,,
2.50E-05,0.321612865,0.246361047,0.000394896,0.030483175,0.044373747,17.53948784,0.045589041,6,2022/8/4 13:09,,
2.50E-05,0.302393705,0.238902718,0.000339303,0.038504817,0.024646882,17.86655235,0.045428574,6,2022/8/4 13:09,,
,,,,,,,,6,2022/8/4 13:10,0.323593289,17.78421974
2.50E-05,0.305642426,0.222211972,0.000328437,0.038208779,0.044893239,18.30527878,0.045282166,7,2022/8/4 13:10,,
2.50E-05,0.278555095,0.215303361,0.000398199,0.03324407,0.029609457,18.54325867,0.045075774,7,2022/8/4 13:10,,
2.50E-05,0.29301399,0.217097104,0.000378984,0.041052621,0.034485273,18.7730751,0.044849019,7,2022/8/4 13:11,,
2.50E-05,0.280214906,0.21930936,0.00040064,0.032310732,0.02819415,18.6549015,0.044660177,7,2022/8/4 13:11,,
2.50E-05,0.297466427,0.23498486,0.000407277,0.039808407,0.022265879,17.66924858,0.044489883,7,2022/8/4 13:11,,
2.50E-05,0.302237093,0.228027642,0.000368867,0.037079733,0.036760859,18.09098816,0.044321965,7,2022/8/4 13:12,,
2.50E-05,0.29331851,0.223661184,0.00038538,0.039527588,0.029744366,18.27100945,0.044166394,7,2022/8/4 13:12,,
2.50E-05,0.298854291,0.219665334,0.000476105,0.040046159,0.038666692,18.74462318,0.044007167,7,2022/8/4 13:12,,
2.50E-05,0.307253659,0.239579558,0.000374497,0.041260991,0.026038622,17.4066906,0.043917503,7,2022/8/4 13:13,,
2.50E-05,0.2891213,0.218227893,0.000350523,0.037208527,0.033334352,18.32554436,0.043794122,7,2022/8/4 13:13,,
2.50E-05,0.293645829,0.220240787,0.000329696,0.038307995,0.034767356,18.66043472,0.043650229,7,2022/8/4 13:13,,
2.50E-05,0.296251148,0.228613541,0.000511328,0.040328424,0.026797865,17.5850029,0.043552812,7,2022/8/4 13:14,,
2.50E-05,0.314081848,0.23308593,0.000368008,0.041184649,0.039443266,17.77697754,0.043387778,7,2022/8/4 13:17,,
,,,,,,,,7,2022/8/4 13:18,0.332138896,17.63286591
2.50E-05,0.284863204,0.212915033,0.001366589,0.037983831,0.032597747,18.84779358,0.042355485,8,2022/8/4 13:18,,
2.50E-05,0.262946725,0.204407409,0.001028771,0.035624158,0.021886388,19.33864403,0.041665256,8,2022/8/4 13:19,,
2.50E-05,0.277839541,0.22480844,0.001199499,0.034666847,0.017164771,18.45684814,0.041190702,8,2022/8/4 13:19,,
2.50E-05,0.278008342,0.211140513,0.001201411,0.03611958,0.029546831,19.00907898,0.04069284,8,2022/8/4 13:20,,
2.50E-05,0.279755533,0.223392189,0.001054963,0.039165068,0.01614332,18.03678894,0.040266592,8,2022/8/4 13:20,,
2.50E-05,0.322415918,0.245088518,0.001450784,0.045044918,0.030831693,17.43602371,0.039922476,8,2022/8/4 13:21,,
2.50E-05,0.283953935,0.216179222,0.001194915,0.034401633,0.032178167,18.40781021,0.039562695,8,2022/8/4 13:21,,
2.50E-05,0.263498962,0.213271081,0.001141107,0.028625084,0.02046169,18.96021271,0.039248556,8,2022/8/4 13:22,,
2.50E-05,0.281751305,0.218875691,0.001010174,0.038604576,0.023260849,18.17938232,0.038993616,8,2022/8/4 13:22,,
2.50E-05,0.271386415,0.209128529,0.001109419,0.034198221,0.026950249,18.82913971,0.03873736,8,2022/8/4 13:23,,
2.50E-05,0.256696016,0.202115059,0.001144869,0.029673094,0.023762988,18.88636398,0.038481969,8,2022/8/4 13:23,,
2.50E-05,0.264483571,0.204899505,0.000945774,0.031365626,0.02727267,18.97057724,0.03826791,8,2022/8/4 13:23,,
,,,,,,,,8,2022/8/4 13:24,0.357796788,17.05234718
2.50E-05,0.257369488,0.206206366,0.001293603,0.026265128,0.023604384,19.02123833,0.038058892,9,2022/8/4 13:24,,
2.50E-05,0.261837482,0.204199776,0.000800625,0.033322934,0.023514142,18.46913528,0.037899137,9,2022/8/4 13:25,,
2.50E-05,0.251959592,0.192018136,0.001180224,0.036062699,0.022698538,19.86330414,0.037682679,9,2022/8/4 13:25,,
2.50E-05,0.251539797,0.197926432,0.000904701,0.034763593,0.01794509,19.57919884,0.03744892,9,2022/8/4 13:26,,
2.50E-05,0.284681022,0.218546882,0.000928498,0.041540716,0.023664908,18.69293594,0.037258044,9,2022/8/4 13:26,,
2.50E-05,0.250752807,0.197787598,0.000943569,0.034890376,0.017131265,19.22835732,0.037031278,9,2022/8/4 13:27,,
2.50E-05,0.258401871,0.208890826,0.001066026,0.032974366,0.015470644,18.79221725,0.036911961,9,2022/8/4 13:27,,
2.50E-05,0.257755488,0.199943513,0.000841264,0.031949896,0.025020828,19.13994598,0.036723457,9,2022/8/4 13:28,,
2.50E-05,0.268013567,0.208676353,0.001384846,0.036418814,0.021533562,18.75918007,0.036520075,9,2022/8/4 13:28,,
2.50E-05,0.250919342,0.200691283,0.000988675,0.02892421,0.020315161,18.95622253,0.036367059,9,2022/8/4 13:29,,
2.50E-05,0.241522789,0.191290319,0.000971863,0.031539701,0.017720904,19.35088158,0.036228273,9,2022/8/4 13:29,,
2.50E-05,0.255858243,0.205060452,0.000926308,0.031945821,0.017925674,18.63213348,0.036061324,9,2022/8/4 13:29,,
2.50E-05,0.26025492,0.197144181,0.000877381,0.034813043,0.027420325,19.00882721,0.035927344,9,2022/8/4 13:30,,
,,,,,,,,9,2022/8/4 13:30,0.374638826,16.65076637
2.50E-05,0.271491349,0.213290706,0.000958559,0.033981256,0.02326083,18.47798157,0.035807684,10,2022/8/4 13:31,,
2.50E-05,0.265526414,0.213926628,0.000900058,0.036733713,0.013966029,18.00442505,0.035669155,10,2022/8/4 13:31,,
2.50E-05,0.243762434,0.186528206,0.001106586,0.031257804,0.024869824,19.65726852,0.035498988,10,2022/8/4 13:32,,
2.50E-05,0.249136552,0.195935979,0.000869952,0.038300764,0.014029855,19.54670143,0.035363708,10,2022/8/4 13:32,,
2.50E-05,0.245664448,0.192303672,0.00099161,0.034418084,0.017951077,19.50457382,0.03522158,10,2022/8/4 13:33,,
2.50E-05,0.252999336,0.192804366,0.000869589,0.032969069,0.026356315,19.40870857,0.035133231,10,2022/8/4 13:33,,
2.50E-05,0.25407964,0.199182421,0.001134606,0.029934958,0.023827642,19.41209412,0.034996089,10,2022/8/4 13:34,,
2.50E-05,0.257183105,0.204940781,0.001079663,0.034538884,0.016623784,18.65106201,0.034885064,10,2022/8/4 13:34,,
2.50E-05,0.247666955,0.191089451,0.000970489,0.037681974,0.017925046,19.42338371,0.034757342,10,2022/8/4 13:35,,
2.50E-05,0.243901849,0.190837055,0.001056962,0.029896677,0.022111148,19.30910492,0.034623269,10,2022/8/4 13:35,,
2.50E-05,0.254373848,0.200695202,0.001270815,0.035207387,0.017200429,19.19992256,0.034535699,10,2022/8/4 13:35,,
2.50E-05,0.255136311,0.199448973,0.001070325,0.02914753,0.025469473,18.75889206,0.034393243,10,2022/8/4 13:36,,
,,,,,,,,10,2022/8/4 13:37,0.361286849,16.95827866
2.50E-05,0.234685764,0.189111546,0.001030601,0.027931897,0.016611723,19.68959045,0.034309577,11,2022/8/4 13:37,,
2.50E-05,0.2438986,0.185488269,0.001106742,0.027470483,0.029833106,19.99301529,0.034224443,11,2022/8/4 13:37,,
2.50E-05,0.231293529,0.178430259,0.001258519,0.031449854,0.020154899,20.05786705,0.034125894,11,2022/8/4 13:38,,
2.50E-05,0.266703367,0.20701772,0.001215182,0.033190001,0.025280461,18.59757233,0.034004204,11,2022/8/4 13:38,,
2.50E-05,0.251532346,0.193530783,0.001181434,0.030529086,0.026291052,19.63829803,0.033906732,11,2022/8/4 13:39,,
2.50E-05,0.260853171,0.199552536,0.001130274,0.038017821,0.022152539,19.29662704,0.033767555,11,2022/8/4 13:39,,
2.50E-05,0.233835518,0.176766291,0.001406325,0.033776339,0.021886554,20.21616364,0.033691775,11,2022/8/4 13:40,,
2.50E-05,0.244828582,0.19445987,0.001216874,0.03049081,0.018661018,19.40562439,0.033556823,11,2022/8/4 13:40,,
2.50E-05,0.247081727,0.191681162,0.001158763,0.033962529,0.020279272,19.26182175,0.033422198,11,2022/8/4 13:41,,
2.50E-05,0.259678125,0.195253834,0.000996624,0.03684957,0.026578099,19.14179802,0.033319492,11,2022/8/4 13:41,,
2.50E-05,0.235275358,0.183510527,0.001127187,0.032262791,0.018374864,19.82223129,0.033207368,11,2022/8/4 13:41,,
2.50E-05,0.240801632,0.188676149,0.001164736,0.030999476,0.019961273,19.69316101,0.033111431,11,2022/8/4 13:42,,
2.50E-05,0.250040025,0.190178439,0.000940887,0.037935216,0.020985475,19.29363251,0.033022832,11,2022/8/4 13:42,,
,,,,,,,,11,2022/8/4 13:43,0.378375083,16.6041584
2.50E-05,0.222716972,0.174962714,0.001502223,0.030547652,0.015704399,20.27788925,0.032929923,12,2022/8/4 13:43,,
2.50E-05,0.245661467,0.192724183,0.001195581,0.035000388,0.016741313,18.97764587,0.032832589,12,2022/8/4 13:44,,
2.50E-05,0.238585114,0.189096421,0.001046309,0.028199363,0.020243026,19.23502731,0.032765012,12,2022/8/4 13:44,,
2.50E-05,0.226636872,0.176168874,0.00102251,0.032181635,0.017263856,20.20902824,0.032689672,12,2022/8/4 13:45,,
2.50E-05,0.245505229,0.188592494,0.000899988,0.032619961,0.02339278,19.37108231,0.03258127,12,2022/8/4 13:45,,
2.50E-05,0.220869437,0.178379178,0.0011134,0.028581202,0.012795654,19.70820236,0.032498717,12,2022/8/4 13:46,,
2.50E-05,0.246789157,0.19502908,0.001225303,0.029519705,0.021015069,19.36761665,0.032393958,12,2022/8/4 13:46,,
2.50E-05,0.267206848,0.202671096,0.001146883,0.035905402,0.027483467,18.66732025,0.032340743,12,2022/8/4 13:47,,
2.50E-05,0.258574605,0.206183642,0.001105493,0.030665336,0.020620143,18.71212006,0.032285742,12,2022/8/4 13:47,,
2.50E-05,0.24530825,0.192773789,0.001076051,0.032736089,0.018722313,19.2580452,0.032203723,12,2022/8/4 13:47,,
2.50E-05,0.237342134,0.18186222,0.001116842,0.03586714,0.01849593,19.94020653,0.032147363,12,2022/8/4 13:48,,
2.50E-05,0.244450092,0.195634067,0.001055405,0.03008082,0.017679801,18.84914398,0.032090589,12,2022/8/4 13:48,,
,,,,,,,,12,2022/8/4 13:49,0.369970441,16.88687897
2.50E-05,0.235816866,0.182925165,0.000995585,0.033854079,0.018042034,19.63276291,0.032051958,13,2022/8/4 13:49,,
2.50E-05,0.239043757,0.187355667,0.001208738,0.028378129,0.022101218,19.19408226,0.031933099,13,2022/8/4 13:50,,
2.50E-05,0.232829183,0.176559493,0.001077381,0.029317712,0.025874604,19.66269875,0.031866152,13,2022/8/4 13:50,,
2.50E-05,0.233449906,0.184117153,0.001104118,0.035495169,0.012733466,20.00801468,0.03175066,13,2022/8/4 13:51,,
2.50E-05,0.239575744,0.192112073,0.001017421,0.031295463,0.015150785,19.12492943,0.031711146,13,2022/8/4 13:51,,
2.50E-05,0.216882363,0.175343752,0.001097519,0.028970251,0.011470835,19.81400299,0.031648282,13,2022/8/4 13:52,,
2.50E-05,0.261810213,0.211362511,0.001206007,0.036970578,0.012271099,18.38031387,0.031588469,13,2022/8/4 13:52,,
2.50E-05,0.230986491,0.184028432,0.001114358,0.03103048,0.014813229,19.38844872,0.031577788,13,2022/8/4 13:53,,
2.50E-05,0.218644306,0.17578727,0.001296496,0.027712543,0.013848013,20.0360527,0.031518634,13,2022/8/4 13:53,,
2.50E-05,0.241011694,0.191337153,0.001188416,0.031050066,0.017436063,18.91006088,0.031455882,13,2022/8/4 13:53,,
2.50E-05,0.235752091,0.190990359,0.000973415,0.030933863,0.012854454,18.9279232,0.031401996,13,2022/8/4 13:54,,
2.50E-05,0.223494947,0.170144379,0.000978111,0.030975899,0.02139657,20.22503662,0.031341206,13,2022/8/4 13:54,,
2.50E-05,0.229740411,0.179856271,0.001097398,0.032654501,0.016132236,19.39221954,0.031252846,13,2022/8/4 13:55,,
,,,,,,,,13,2022/8/4 13:55,0.36624369,16.87761497
2.50E-05,0.221024647,0.167410508,0.001299554,0.038376253,0.013938323,20.04854584,0.031113796,14,2022/8/4 13:56,,
2.50E-05,0.213465944,0.163967505,0.000995187,0.031380266,0.017122982,20.71081161,0.031049997,14,2022/8/4 13:56,,
2.50E-05,0.22608906,0.170763582,0.001171584,0.032986119,0.021167777,19.97492981,0.030975495,14,2022/8/4 13:57,,
2.50E-05,0.228061751,0.180090919,0.001169524,0.032253403,0.01454791,20.06079102,0.030953275,14,2022/8/4 13:57,,
2.50E-05,0.220401242,0.171071023,0.001170667,0.027703146,0.020456409,20.468853,0.030890906,14,2022/8/4 13:58,,
2.50E-05,0.241418198,0.193951994,0.000900313,0.034389369,0.012176526,19.57902145,0.03082359,14,2022/8/4 13:58,,
2.50E-05,0.235349551,0.178247437,0.001270441,0.034915563,0.02091611,19.46946335,0.030739522,14,2022/8/4 13:58,,
2.50E-05,0.239920408,0.183507472,0.000944834,0.029894367,0.02557373,19.53953743,0.03068025,14,2022/8/4 13:59,,
2.50E-05,0.21574299,0.168776378,0.001231363,0.028708542,0.017026713,20.57662582,0.030639315,14,2022/8/4 13:59,,
2.50E-05,0.22879,0.179633513,0.001071876,0.03148469,0.016599918,20.1022892,0.030595934,14,2022/8/4 14:00,,
2.50E-05,0.242887184,0.188030913,0.001193722,0.038608443,0.015054107,18.62567902,0.030554302,14,2022/8/4 14:00,,
2.50E-05,0.227716029,0.175882429,0.001403283,0.027217541,0.023212781,20.21588516,0.03052645,14,2022/8/4 14:01,,
,,,,,,,,14,2022/8/4 14:02,0.369044572,16.78308868
2.50E-05,0.230757967,0.179604366,0.000848268,0.029111704,0.02119364,20.16633034,0.030439507,15,2022/8/4 14:02,,
2.50E-05,0.233798906,0.178312689,0.001036951,0.041245442,0.013203816,19.87132263,0.030399069,15,2022/8/4 14:02,,
2.50E-05,0.239196941,0.192991972,0.001198144,0.029971307,0.015035519,19.11606598,0.030326255,15,2022/8/4 14:03,,
2.50E-05,0.214320093,0.164916396,0.001228294,0.029764239,0.018411176,20.48858833,0.030295666,15,2022/8/4 14:03,,
2.50E-05,0.223069027,0.179012641,0.001167193,0.030083617,0.012805586,19.73670197,0.030256391,15,2022/8/4 14:04,,
2.50E-05,0.235187232,0.172237441,0.000956683,0.034899056,0.027094049,20.19532776,0.030188845,15,2022/8/4 14:04,,
2.50E-05,0.226129055,0.169272885,0.001085307,0.028285084,0.027485771,20.2174778,0.030160209,15,2022/8/4 14:04,,
2.50E-05,0.234716162,0.185797229,0.001255838,0.032124098,0.015538985,18.95427895,0.030184066,15,2022/8/4 14:05,,
2.50E-05,0.228921562,0.179334655,0.001209794,0.034174066,0.014203037,19.62870216,0.030145109,15,2022/8/4 14:05,,
2.50E-05,0.253672659,0.191994056,0.001070637,0.037024762,0.023583207,18.97546959,0.03009944,15,2022/8/4 14:06,,
2.50E-05,0.230437994,0.176352814,0.001297694,0.029108146,0.023679335,20.3801899,0.030021673,15,2022/8/4 14:06,,
2.50E-05,0.230513573,0.182446837,0.001284073,0.029891565,0.016891098,19.49034882,0.029967044,15,2022/8/4 14:07,,
2.50E-05,0.220677763,0.175300971,0.001172171,0.028045079,0.016159547,20.13986206,0.029927379,15,2022/8/4 14:11,,
,,,,,,,,15,2022/8/4 14:11,0.373412222,16.74074936
2.50E-05,0.246009052,0.192568779,0.001069463,0.031169562,0.021201259,19.26605034,0.029828217,16,2022/8/4 14:12,,
2.50E-05,0.228458941,0.178642869,0.001242023,0.033304397,0.015269654,19.95317078,0.029771306,16,2022/8/4 14:12,,
2.50E-05,0.249302194,0.182923898,0.00105878,0.035947163,0.029372359,19.82584381,0.029688101,16,2022/8/4 14:13,,
2.50E-05,0.243593842,0.186832383,0.001414708,0.036983754,0.018362995,19.11600876,0.029618341,16,2022/8/4 14:13,,
2.50E-05,0.23205395,0.18184413,0.001281607,0.036475763,0.012452449,19.46247864,0.029572483,16,2022/8/4 14:13,,
2.50E-05,0.229806468,0.179903939,0.001312563,0.03008127,0.018508689,19.50837708,0.029510994,16,2022/8/4 14:14,,
2.50E-05,0.225861073,0.169481024,0.001141246,0.036806479,0.018432314,20.55762863,0.029475788,16,2022/8/4 14:14,,
